date_time,Jerusalem_Bar_Ilan,TLV_Yehuda_Hamacabi,Bnei_Brak_Jabotinsky,Bnei_brak_highway4,Rishon_Herzl,Ranana_Ahuza,Haifa_downtown,Haifa_Hadar,Haifa_Horev,TLV_Levinsky
41245,0.2,0.9,0.7,0.9,0.4,NoData,NoData,NoData,NoData,NoData
41246,0.3,1,0.7,1.1,1.1,NoData,NoData,NoData,NoData,NoData
41247,0.3,1,0.6,0.9,0.3,NoData,NoData,NoData,NoData,NoData
41248,0.5,0.5,0.2,0.5,0.2,NoData,NoData,NoData,NoData,NoData
41249,0.1,<Samp,0.3,0.4,0.2,NoData,NoData,NoData,NoData,NoData
41250,0.1,<Samp,0.2,0.5,0.2,NoData,NoData,NoData,NoData,NoData
41251,0.2,0.4,0.3,0.4,0.1,NoData,NoData,NoData,NoData,NoData
41252,0.2,0.4,0.4,0.3,0.2,NoData,NoData,NoData,NoData,NoData
41253,0.4,1.1,0.5,<Samp,0.4,NoData,NoData,NoData,NoData,NoData
41254,0.7,0.6,0.2,<Samp,0.1,NoData,NoData,NoData,NoData,NoData
41255,0.2,0.4,0.2,0.5,0.3,NoData,NoData,NoData,NoData,NoData
41256,0.4,0.7,0.4,<Samp,0.2,NoData,NoData,NoData,NoData,NoData
41257,0.8,0.5,0.2,<Samp,0.1,NoData,NoData,NoData,NoData,NoData
41258,0.2,0.5,0.3,0.8,0.2,NoData,NoData,NoData,NoData,NoData
41259,0.2,0.5,0.2,0.9,0.1,NoData,NoData,NoData,NoData,NoData
41260,0.2,0.6,0.5,0.8,0.2,NoData,NoData,NoData,NoData,NoData
41261,0.3,0.6,0.4,0.6,0.2,NoData,NoData,NoData,NoData,NoData
41262,0.4,0.5,0.3,0.6,0.2,NoData,NoData,NoData,NoData,NoData
41263,0.3,0.4,0.3,0.5,0.3,NoData,NoData,NoData,NoData,NoData
41264,0.2,0.3,0.4,0.2,0.1,NoData,NoData,NoData,NoData,NoData
41265,0.1,0.4,0.3,0.4,0.1,NoData,NoData,NoData,NoData,NoData
41266,0.3,0.6,0.4,0.6,0.2,NoData,NoData,NoData,NoData,NoData
41267,0.3,1,0.8,1.2,0.4,NoData,NoData,NoData,NoData,NoData
41268,0.3,1.3,0.9,1.2,0.5,NoData,NoData,NoData,NoData,NoData
41269,0.3,1,0.8,1,0.4,NoData,NoData,NoData,NoData,NoData
41270,0.1,0.8,0.4,0.7,0.3,NoData,NoData,NoData,NoData,NoData
41271,0.2,0.7,0.3,0.7,0.2,NoData,NoData,NoData,NoData,NoData
41272,0.4,0.9,0.5,0.8,0.3,NoData,NoData,NoData,NoData,NoData
41273,0.2,0.7,0.5,0.5,0.3,NoData,NoData,NoData,NoData,NoData
41274,0.2,0.8,0.5,0.7,0.3,NoData,NoData,NoData,NoData,NoData
41275,0.2,0.9,0.5,1,0.4,NoData,NoData,NoData,NoData,NoData
41276,0.2,0.9,0.7,0.8,0.3,NoData,0.5,NoData,NoData,NoData
41277,0.2,0.7,0.4,0.7,0.4,NoData,0.6,NoData,NoData,NoData
41278,0.3,0.8,0.3,0.8,0.4,NoData,0.5,NoData,NoData,NoData
41279,0.4,0.8,0.4,0.7,0.3,NoData,0.3,NoData,NoData,NoData
41280,0.2,0.4,0.3,0.4,0.1,NoData,0.1,NoData,NoData,NoData
41281,0.1,0.4,0.3,0.3,0.2,NoData,0.2,NoData,NoData,NoData
41282,0.1,0.5,0.4,0.2,0.2,NoData,0.1,NoData,NoData,NoData
41283,0.1,0.3,0.4,0.3,0.4,<Samp,0.2,NoData,NoData,NoData
41284,0.1,0.3,0.5,0.2,0.2,0.7,<Samp,NoData,NoData,NoData
41285,0.1,0.4,<Samp,0.5,0.4,0.1,<Samp,NoData,NoData,NoData
41286,0.1,0.5,NoData,0.5,0.3,0.2,0.3,NoData,NoData,NoData
41287,0.2,0.5,NoData,0.8,0.2,0.5,0.2,NoData,NoData,NoData
41288,0.2,1,NoData,1,0.4,0.7,0.4,NoData,NoData,NoData
41289,0.3,0.8,NoData,0.9,0.4,0.3,0.6,NoData,NoData,NoData
41290,<Samp,0.6,<Samp,0.7,0.2,0.2,0.4,NoData,NoData,NoData
41291,NoData,0.6,0.8,0.6,0.2,0.4,0.3,NoData,NoData,NoData
41292,<Samp,0.8,0.4,0.8,0.5,0.8,0.6,NoData,NoData,NoData
41293,0.2,0.8,0.4,0.8,0.3,0.8,0.5,NoData,NoData,NoData
41294,0.1,0.4,0.4,0.5,0.2,0.6,0.3,NoData,NoData,NoData
41295,0.3,0.7,0.6,0.8,0.3,0.7,0.6,NoData,NoData,NoData
41296,0.4,1.1,1,1.2,0.4,1,0.5,NoData,NoData,NoData
41297,0.5,0.7,0.6,0.7,<Samp,0.7,0.3,NoData,NoData,NoData
41298,0.1,0.6,0.3,0.6,NoData,0.7,0.5,NoData,NoData,NoData
41299,0.2,0.6,0.4,0.6,<Samp,0.6,0.4,NoData,NoData,NoData
41300,0.3,0.8,0.5,0.9,0.3,0.9,0.5,NoData,NoData,NoData
41301,0.3,0.8,0.3,0.8,0.3,0.8,0.6,NoData,NoData,NoData
41302,0.4,0.7,0.4,0.5,0.3,0.8,0.4,NoData,NoData,NoData
41303,0.1,0.7,0.3,0.3,0.2,0.5,0.4,NoData,NoData,NoData
41304,0.1,0.4,0.2,0.4,0.2,0.4,0.3,NoData,NoData,NoData
41305,0.1,0.6,0.2,0.6,0.2,0.5,0.5,NoData,NoData,NoData
41306,0.1,0.4,0.2,0.5,0.3,0.5,0.4,NoData,NoData,NoData
41307,0.1,0.4,0.1,0.3,0.1,0.4,0.3,NoData,NoData,NoData
41308,0.1,0.4,0.2,0.4,0.2,0.5,0.3,NoData,NoData,NoData
41309,0.3,0.7,0.4,0.8,0.3,0.6,0.5,NoData,NoData,NoData
41310,0.3,1,1.4,1.3,0.5,0.7,0.4,NoData,NoData,NoData
41311,0.4,1.3,1.3,<Samp,0.7,1,0.4,NoData,NoData,NoData
41312,0.6,0.5,0.3,NoData,0.2,0.5,0.3,NoData,NoData,NoData
41313,0.2,0.5,0.2,NoData,0.3,0.5,0.5,NoData,NoData,NoData
41314,0.2,0.6,0.5,NoData,0.3,0.5,0.3,NoData,NoData,NoData
41315,0.3,0.6,0.5,NoData,0.3,0.6,0.4,NoData,NoData,NoData
41316,0.2,0.6,0.3,NoData,0.2,0.6,0.5,NoData,NoData,NoData
41317,0.1,0.5,0.2,<Samp,0.2,0.4,0.2,NoData,NoData,NoData
41318,0.2,0.5,0.3,0.4,0.2,0.5,0.3,NoData,NoData,NoData
41319,0.3,0.5,0.3,0.4,0.4,0.5,0.4,NoData,NoData,NoData
41320,0.4,0.9,<Samp,0.4,0.4,0.7,0.4,NoData,NoData,NoData
41321,0.2,0.4,NoData,0.2,0.1,0.4,0.2,NoData,NoData,NoData
41322,0.1,0.4,NoData,0.2,0.2,0.4,0.1,NoData,NoData,NoData
41323,0.1,0.5,NoData,0.4,0.4,0.6,0.3,NoData,NoData,NoData
41324,0.2,0.6,NoData,0.3,0.2,0.9,0.3,NoData,NoData,NoData
41325,0.1,0.5,NoData,0.4,0.3,0.8,0.3,NoData,NoData,NoData
41326,0.2,0.5,<Samp,0.4,0.3,0.6,0.3,NoData,NoData,NoData
41327,0.3,0.6,0.6,0.5,0.3,0.4,0.4,NoData,NoData,NoData
41328,0.2,0.9,1.4,0.6,0.5,0.7,0.3,NoData,NoData,NoData
41329,0.1,0.3,0.4,0.2,0.2,0.4,0.1,NoData,NoData,NoData
41330,0.1,0.4,0.6,0.4,0.2,0.4,0.2,NoData,NoData,NoData
41331,0.2,0.7,1.1,0.8,0.5,0.6,0.4,NoData,NoData,NoData
41332,0.4,0.8,1.2,0.8,0.6,0.7,0.4,NoData,NoData,NoData
41333,0.2,<Samp,0.7,0.6,0.3,0.7,0.4,NoData,NoData,NoData
41334,0.2,NoData,0.1,0.2,0.2,0.4,0.2,NoData,NoData,NoData
41335,0.2,NoData,0.1,0.2,0.3,0.4,0.2,NoData,NoData,NoData
41336,0.3,NoData,0.2,0.4,0.3,0.5,0.2,NoData,NoData,NoData
41337,0.5,NoData,0.6,0.5,0.7,0.6,0.2,NoData,NoData,NoData
41338,0.1,InVld,0.3,0.2,0.6,0.4,0.2,NoData,NoData,NoData
41339,0.2,InVld,0.2,0.2,0.6,0.3,0.2,NoData,NoData,NoData
41340,0.1,<Samp,0.3,0.4,0.3,0.3,0.2,NoData,NoData,NoData
41341,0.3,1.1,0.6,0.4,0.3,0.3,0.3,NoData,NoData,NoData
41342,0.2,0.3,0.9,0.5,0.4,0.4,0.3,NoData,NoData,NoData
41343,0.3,0.1,0.6,0.4,0.3,0.5,0.3,NoData,NoData,NoData
41344,0.2,<Samp,0.5,0.5,0.3,0.6,0.4,NoData,NoData,NoData
41345,0.2,InVld,0.7,0.5,0.4,0.6,InVld,NoData,NoData,NoData
41346,0.3,InVld,1,0.6,0.5,0.7,<Samp,NoData,NoData,NoData
41347,0.5,<Samp,0.4,0.4,0.3,0.4,0.2,NoData,NoData,NoData
41348,0.4,0.4,0.8,0.8,0.4,0.7,0.4,NoData,NoData,NoData
41349,0.3,0.5,1,0.7,0.2,0.6,0.2,NoData,NoData,NoData
41350,0.1,0.5,0.2,0.2,0.2,0.3,0.1,NoData,NoData,NoData
41351,0.1,0.6,0.3,0.2,0.2,0.3,0.1,NoData,NoData,NoData
41352,0.1,0.3,<Samp,0.2,0.2,0.3,0.2,NoData,NoData,NoData
41353,0.3,0.2,<Samp,0.4,0.4,0.4,0.2,NoData,NoData,NoData
41354,0.2,0.4,0.6,0.5,0.3,0.5,0.2,NoData,NoData,NoData
41355,0.3,1,0.7,0.8,0.3,0.7,0.4,NoData,NoData,NoData
41356,0.4,0.6,0.7,0.5,0.4,0.5,0.1,NoData,NoData,NoData
41357,0.1,0.3,0.2,0.1,0.1,0.3,0.1,NoData,NoData,NoData
41358,0.1,0.3,0.3,0.2,0.1,0.3,0.2,NoData,NoData,NoData
41359,0.3,0.5,0.5,0.5,0.2,0.5,0.3,NoData,NoData,NoData
41360,0.4,0.5,0.4,0.3,0.1,0.4,0.1,NoData,NoData,NoData
41361,0.1,0.4,0.3,0.2,0.1,0.3,0.1,NoData,NoData,NoData
41362,0.1,0.4,0.4,0.3,0.1,0.4,0.1,NoData,NoData,NoData
41363,0.3,0.5,0.4,0.4,0.2,0.5,0.2,NoData,NoData,NoData
41364,0.3,0.5,0.5,0.4,0.2,0.5,0.2,NoData,NoData,NoData
41365,0.2,0.8,0.7,0.5,0.3,0.6,0.2,NoData,NoData,NoData
41366,0,0.5,0.4,0.3,0.1,0.3,0.1,NoData,NoData,NoData
41367,0,0.5,0.3,0.3,0.2,0.4,<Samp,NoData,NoData,NoData
41368,0.1,0.2,0.5,0.4,0.4,0.5,<Samp,NoData,NoData,NoData
41369,0,0.3,0.4,0.2,0.3,0.4,0.3,NoData,NoData,NoData
41370,0,0.3,0.3,0.2,0.4,0.4,0.2,NoData,NoData,NoData
41371,0.1,0.3,0.3,0.3,0.4,0.4,0.3,NoData,NoData,NoData
41372,0.2,0.8,0.9,0.8,0.6,0.8,0.4,NoData,NoData,NoData
41373,0,0.3,0.4,0.3,0.4,0.4,0.1,NoData,NoData,NoData
41374,0,0.3,0.3,0.2,<Samp,0.4,0.2,NoData,NoData,NoData
41375,0,0.3,0.3,0.2,NoData,0.4,0.2,NoData,NoData,NoData
41376,0.1,0.4,0.4,0.4,<Samp,0.5,0.3,NoData,NoData,NoData
41377,0,0.4,0.4,0.3,1,0.4,0.2,NoData,NoData,NoData
41378,0,0.3,0.4,0.3,1,0.5,0.8,NoData,NoData,NoData
41379,0,0.4,0.4,0.4,0.9,0.5,0.2,NoData,NoData,NoData
41380,0,0.4,0.4,0.4,0.5,0.5,0.2,NoData,NoData,NoData
41381,0,0.3,0.3,0.2,0.3,0.4,0.1,NoData,NoData,NoData
41382,0.1,0.3,0.4,0.3,0.5,0.5,0.2,NoData,NoData,NoData
41383,0.1,<Samp,0.4,0.3,0.4,0.5,0.2,NoData,NoData,NoData
41384,0,NoData,0.4,0.3,0.4,0.4,0.2,NoData,NoData,NoData
41385,0,NoData,0.3,<Samp,0.3,0.4,0.1,NoData,NoData,NoData
41386,0,<Samp,0.5,<Samp,0.3,0.5,0.2,NoData,NoData,NoData
41387,0,0.4,0.4,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41388,0.2,0.4,0.4,0.4,0.4,0.4,0.3,NoData,NoData,NoData
41389,0.2,0.5,0.5,0.4,0.6,0.5,0.3,NoData,NoData,NoData
41390,0.2,0.6,0.6,0.4,0.6,0.5,0.4,NoData,NoData,NoData
41391,0,0.4,0.5,0.3,0.5,0.4,0.3,NoData,NoData,NoData
41392,0.1,0.4,0.6,0.7,0.4,0.4,0.3,NoData,NoData,NoData
41393,0.1,0.5,0.6,1,0.5,0.5,0.2,NoData,NoData,NoData
41394,0.1,0.4,0.5,0.6,0.4,0.4,0.3,NoData,NoData,NoData
41395,0.1,0.6,0.4,0.5,0.6,0.5,0.4,NoData,NoData,NoData
41396,0.2,0.5,0.5,0.5,0.5,0.6,0.5,NoData,NoData,NoData
41397,0.2,0.4,0.4,0.4,0.5,0.5,0.5,NoData,NoData,NoData
41398,0,0.4,0.5,0.5,0.6,0.6,0.4,NoData,NoData,NoData
41399,0,0.5,0.5,0.4,0.6,0.5,0.5,NoData,NoData,NoData
41400,0,0.5,0.5,0.5,0.5,0.6,0.4,NoData,NoData,NoData
41401,<Samp,0.4,0.4,0.4,0.5,0.5,0.3,NoData,NoData,NoData
41402,NoData,0.4,0.4,0.5,0.5,0.5,0.3,NoData,NoData,NoData
41403,NoData,0.4,0.4,0.4,0.5,0.5,0.4,NoData,NoData,NoData
41404,NoData,0.4,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41405,NoData,<Samp,0.4,0.3,0.4,0.4,0.3,NoData,NoData,NoData
41406,NoData,NoData,0.3,0.2,0.3,0.4,0.2,NoData,NoData,NoData
41407,NoData,<Samp,0.3,0.3,0.3,0.5,0.3,NoData,NoData,NoData
41408,NoData,<Samp,0.4,0.4,0.3,0.5,0.3,NoData,NoData,NoData
41409,<Samp,NoData,0.2,0.2,0.3,0.4,0.2,NoData,NoData,NoData
41410,0.3,NoData,0.2,0.2,0.2,0.3,0.2,NoData,NoData,NoData
41411,0.4,<Samp,0.3,0.3,0.3,0.4,0.3,NoData,NoData,NoData
41412,0.5,0.3,0.4,0.3,0.3,0.4,0.3,NoData,NoData,NoData
41413,0.3,0.3,0.3,0.3,0.3,0.4,0.3,NoData,NoData,NoData
41414,0.4,0.4,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41415,0.5,0.3,0.3,0.4,0.4,0.5,0.2,NoData,NoData,NoData
41416,0.5,<Samp,0.4,0.5,0.5,0.5,0.3,NoData,NoData,NoData
41417,0.4,0.4,0.4,0.5,0.4,0.5,0.4,NoData,NoData,NoData
41418,0.5,0.4,0.4,0.5,0.5,0.5,0.4,NoData,NoData,NoData
41419,0.4,0.4,0.4,0.4,0.4,0.5,0.4,NoData,NoData,NoData
41420,0.3,0.2,0.2,0.2,0.3,0.4,0.2,NoData,NoData,NoData
41421,0.4,0.3,0.2,0.2,0.3,0.4,0.2,NoData,NoData,NoData
41422,0.4,0.3,0.3,0.2,0.3,0.4,0.3,NoData,NoData,NoData
41423,0.5,0.3,0.3,0.3,0.4,0.4,0.2,NoData,NoData,NoData
41424,0.6,0.4,0.4,0.4,0.4,0.4,0.3,NoData,NoData,NoData
41425,0.5,0.6,0.6,0.5,0.5,0.6,0.3,NoData,NoData,NoData
41426,0.3,0.3,0.3,0.3,0.4,0.4,0.2,NoData,NoData,NoData
41427,0.2,0.3,0.3,0.3,0.4,0.4,0.2,NoData,NoData,NoData
41428,0.4,0.5,0.5,0.6,0.6,0.6,0.4,NoData,NoData,NoData
41429,0.4,0.4,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41430,0.4,0.2,0.2,0.3,0.4,0.4,0.2,NoData,NoData,NoData
41431,0.3,0.3,0.2,0.3,0.4,0.4,0.2,NoData,NoData,NoData
41432,0.4,0.3,0.3,0.4,0.4,0.4,0.3,NoData,NoData,NoData
41433,0.3,0.3,0.3,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41434,0.2,0.6,0.5,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41435,0.3,0.3,0.3,0.2,0.3,0.5,0.3,NoData,NoData,NoData
41436,0.3,0.3,0.3,0.3,0.3,0.4,0.3,NoData,NoData,NoData
41437,0.4,0.3,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41438,0.3,0.4,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41439,0.3,0.3,0.3,0.2,0.3,0.4,0.2,NoData,NoData,NoData
41440,0.3,0.3,0.3,0.2,0.3,0.4,0.2,NoData,NoData,NoData
41441,0.2,0.3,0.2,0.1,0.2,0.3,0.2,NoData,NoData,NoData
41442,0.3,0.3,0.3,0.2,0.3,0.4,0.3,NoData,NoData,NoData
41443,0.4,0.3,0.3,0.3,0.3,0.4,0.3,NoData,NoData,NoData
41444,0.4,0.4,0.4,0.3,0.3,0.5,0.3,NoData,NoData,NoData
41445,0.3,0.4,0.4,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41446,0.4,0.4,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41447,0.3,0.5,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41448,0.1,0.4,0.4,0.3,0.3,0.4,0.3,NoData,NoData,NoData
41449,0.3,0.4,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41450,0.2,0.4,0.4,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41451,<Samp,0.4,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41452,<Samp,0.3,0.3,0.3,0.3,0.4,0.3,NoData,NoData,NoData
41453,InVld,0.3,0.4,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41454,InVld,0.3,0.3,0.3,0.3,0.5,0.3,NoData,NoData,NoData
41455,InVld,0.3,0.3,0.2,0.6,0.5,0.3,NoData,NoData,NoData
41456,InVld,0.3,0.3,0.2,1.5,0.5,0.3,NoData,NoData,NoData
41457,InVld,0.3,0.3,0.2,0.7,0.5,0.3,NoData,NoData,NoData
41458,InVld,0.3,0.3,0.2,0.3,0.5,0.3,NoData,NoData,NoData
41459,InVld,0.3,0.3,0.3,0.3,0.5,0.3,NoData,NoData,NoData
41460,NoData,0.4,0.4,0.4,0.4,0.6,0.3,NoData,NoData,NoData
41461,NoData,0.3,0.4,0.3,0.3,0.6,0.3,NoData,NoData,NoData
41462,NoData,0.3,0.3,0.2,0.3,0.4,0.2,NoData,NoData,NoData
41463,<Samp,0.3,0.3,0.3,0.3,0.5,0.8,NoData,NoData,NoData
41464,0.3,0.3,0.3,0.3,0.3,0.5,0.6,NoData,NoData,NoData
41465,0.3,0.3,0.3,0.2,0.4,0.5,0.2,NoData,NoData,NoData
41466,0.3,0.4,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41467,0.4,0.4,0.4,0.3,0.4,0.6,0.3,NoData,NoData,NoData
41468,0.3,0.3,0.3,0.3,0.3,0.5,0.3,NoData,NoData,NoData
41469,0.3,0.3,0.3,0.2,0.3,0.5,0.3,NoData,NoData,NoData
41470,0.4,0.4,0.4,0.3,0.4,0.8,0.4,NoData,NoData,NoData
41471,0.6,0.3,0.3,0.3,0.4,0.7,0.5,NoData,NoData,NoData
41472,0.3,0.4,0.4,0.3,0.4,0.5,0.4,NoData,NoData,NoData
41473,<Samp,0.4,0.4,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41474,0.3,0.4,0.4,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41475,0.3,0.4,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41476,0.2,0.3,0.3,0.3,0.4,0.4,0.3,NoData,NoData,NoData
41477,0.4,0.4,0.4,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41478,0.4,0.4,<Samp,0.9,0.4,0.5,0.3,NoData,NoData,NoData
41479,0.4,0.4,<Samp,1.5,0.4,0.6,0.3,NoData,NoData,NoData
41480,0.4,0.4,0.4,1.5,0.4,0.6,0.3,NoData,NoData,NoData
41481,0.4,0.4,0.4,0.9,0.5,0.6,0.3,NoData,NoData,NoData
41482,0.3,0.4,0.4,0.3,1.6,0.5,0.3,NoData,NoData,NoData
41483,0.2,0.4,0.4,0.3,1.6,0.5,0.2,NoData,NoData,NoData
41484,0.4,0.4,0.4,0.4,1.7,0.5,0.3,NoData,NoData,NoData
41485,0.4,0.4,0.4,0.4,1.7,0.5,0.3,NoData,NoData,NoData
41486,0.5,0.4,0.4,0.3,0.8,0.5,0.3,NoData,NoData,NoData
41487,0.4,0.4,0.4,0.5,0.4,0.6,0.3,NoData,NoData,NoData
41488,0.4,0.4,0.5,0.4,0.4,0.6,0.3,NoData,NoData,NoData
41489,0.3,0.4,0.4,0.4,0.4,0.6,0.3,NoData,NoData,NoData
41490,0.2,0.3,0.3,0.3,0.3,0.5,0.3,NoData,NoData,NoData
41491,0.4,0.3,0.4,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41492,0.5,0.3,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41493,0.5,0.4,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41494,0.4,0.4,0.4,<Samp,0.4,0.5,<Samp,NoData,NoData,NoData
41495,0.4,0.4,0.4,NoData,0.3,0.5,<Samp,NoData,NoData,NoData
41496,0.3,0.4,0.4,NoData,0.4,0.5,0.3,NoData,NoData,NoData
41497,0.3,0.4,0.4,NoData,0.4,0.5,0.2,NoData,NoData,NoData
41498,0.4,0.4,0.4,NoData,0.4,0.5,0.3,NoData,NoData,NoData
41499,0.4,0.4,0.4,NoData,0.4,0.5,0.3,NoData,NoData,NoData
41500,0.4,0.4,0.4,NoData,0.4,0.5,0.3,NoData,NoData,NoData
41501,0.5,0.4,0.4,<Samp,0.4,0.5,0.3,NoData,NoData,NoData
41502,0.4,0.4,0.4,0.4,0.5,0.6,0.3,NoData,NoData,NoData
41503,0.4,0.4,0.4,0.4,0.5,0.6,0.4,NoData,NoData,NoData
41504,0.3,0.4,0.4,0.4,0.4,0.6,0.4,NoData,NoData,NoData
41505,0.4,0.4,0.4,0.4,0.4,0.6,0.4,NoData,NoData,NoData
41506,0.4,0.5,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41507,0.5,0.6,0.4,0.4,0.4,0.6,0.4,NoData,NoData,NoData
41508,0.4,0.6,0.5,0.4,0.5,0.6,0.3,NoData,NoData,NoData
41509,0.4,0.5,0.5,0.4,0.5,0.6,<Samp,NoData,NoData,NoData
41510,0.4,0.4,0.4,0.3,0.4,0.5,NoData,NoData,NoData,NoData
41511,0.2,0.3,0.3,0.2,0.3,0.4,NoData,NoData,NoData,NoData
41512,0.4,0.4,0.3,0.3,0.4,0.5,<Samp,NoData,NoData,NoData
41513,0.4,0.4,0.3,0.3,<Samp,0.5,0.3,NoData,NoData,NoData
41514,0.2,0.4,0.3,0.3,<Samp,0.2,0.4,NoData,NoData,NoData
41515,0.4,0.4,0.4,0.4,0.4,0.4,0.4,NoData,NoData,NoData
41516,0.6,0.5,0.5,0.5,0.5,0.6,0.4,NoData,NoData,NoData
41517,0.3,0.4,0.4,0.4,0.4,0.6,0.4,NoData,NoData,NoData
41518,0.3,0.3,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41519,0.4,0.4,0.4,0.4,0.4,0.6,0.4,NoData,NoData,NoData
41520,0.5,0.4,0.4,0.4,0.4,0.6,0.3,NoData,NoData,NoData
41521,0.5,0.4,0.4,0.4,0.5,0.6,0.3,NoData,NoData,NoData
41522,0.4,0.3,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41523,0.2,0.3,0.3,0.3,0.3,0.5,0.2,NoData,NoData,NoData
41524,0.1,0.3,0.3,0.3,0.3,Calib,0.2,NoData,NoData,NoData
41525,0.2,0.3,0.3,0.3,0.3,0.4,0.2,NoData,NoData,NoData
41526,0.3,0.3,0.3,0.3,0.4,0.5,0.3,NoData,NoData,NoData
41527,0.4,0.4,0.3,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41528,<Samp,0.4,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41529,<Samp,0.4,0.4,0.5,0.5,0.5,0.3,NoData,NoData,NoData
41530,0.7,0.4,0.4,0.5,0.5,0.5,0.4,NoData,NoData,NoData
41531,0.5,0.4,0.4,0.5,0.4,0.5,0.3,NoData,NoData,NoData
41532,0.2,0.3,0.3,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41533,0.3,0.4,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41534,<Samp,0.3,0.3,0.3,0.4,0.4,0.2,NoData,NoData,NoData
41535,0.4,0.3,0.3,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41536,0.3,0.3,0.4,0.5,0.4,0.5,0.3,NoData,NoData,NoData
41537,0.2,0.3,0.3,0.4,0.3,0.4,0.3,NoData,NoData,NoData
41538,0.3,0.3,0.3,0.3,0.3,0.4,0.3,NoData,NoData,NoData
41539,0.2,0.3,0.2,0.3,0.3,0.4,0.2,NoData,NoData,NoData
41540,0.3,0.3,0.3,0.3,0.4,0.5,0.2,NoData,NoData,NoData
41541,0.3,0.3,0.3,0.3,0.3,0.5,0.2,NoData,NoData,NoData
41542,0.3,0.3,0.2,0.3,0.3,0.4,0.2,NoData,NoData,NoData
41543,0.3,0.3,0.3,0.4,0.4,0.5,0.2,NoData,NoData,NoData
41544,0.3,0.3,0.3,0.4,0.3,0.5,0.2,NoData,NoData,NoData
41545,0.3,0.3,0.3,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41546,0.2,0.3,0.3,0.3,0.3,0.5,0.2,NoData,NoData,NoData
41547,0.3,0.8,0.3,0.4,0.4,0.5,0.2,NoData,NoData,NoData
41548,0.4,0.8,0.4,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41549,0.4,0.4,0.3,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41550,0.4,0.4,0.5,0.5,0.5,0.6,0.4,NoData,NoData,NoData
41551,0.3,0.4,0.4,0.4,0.4,0.5,0.2,NoData,NoData,NoData
41552,0.2,0.3,0.2,0.3,0.4,0.4,0.2,NoData,NoData,NoData
41553,0.1,0.2,0.1,0.2,0.2,0.3,0.1,NoData,NoData,NoData
41554,0.3,0.3,0.2,0.3,0.3,0.4,0.2,NoData,NoData,NoData
41555,0.4,0.3,0.3,0.4,0.3,0.4,0.2,NoData,NoData,NoData
41556,0.3,0.3,0.3,0.4,0.4,0.5,0.3,NoData,NoData,NoData
41557,0.3,0.3,0.3,0.4,0.3,0.4,0.3,NoData,NoData,NoData
41558,0.4,0.5,0.7,0.8,0.7,0.8,0.3,NoData,NoData,NoData
41559,0.5,0.6,0.6,0.6,0.5,0.7,0.3,NoData,NoData,NoData
41560,0.3,0.4,0.4,0.5,0.4,0.6,0.3,NoData,NoData,NoData
41561,0.4,0.4,0.4,0.5,0.5,0.7,0.4,NoData,NoData,NoData
41562,0.5,0.4,0.5,0.6,0.4,0.8,0.6,NoData,NoData,NoData
41563,0.5,0.5,0.6,0.6,0.5,0.8,0.4,NoData,NoData,NoData
41564,0.5,0.5,0.6,0.6,0.5,0.9,0.4,NoData,NoData,NoData
41565,0.6,0.5,0.7,0.6,0.5,0.9,0.5,NoData,NoData,NoData
41566,0.3,0.3,0.4,0.3,0.3,0.7,0.2,NoData,NoData,NoData
41567,0.2,0.3,0.4,0.4,0.4,0.7,0.2,NoData,NoData,NoData
