date_time,Jerusalem_Bar_Ilan,TLV_Yehuda_Hamacabi,Bnei_Brak_Jabotinsky,Bnei_brak_highway4,Rishon_Herzl,Ranana_Ahuza
40720,0.4,1,0.5,0.4,0.2,0.6
40721,0.6,1.1,0.7,0.4,0.3,0.6
40722,0.3,1,0.7,0.3,0.3,0.6
40723,<Samp,1,0.7,0.3,0.2,0.6
40724,<Samp,0.9,0.6,0.2,0.2,0.6
40725,0.5,0.8,0.6,0.3,0.2,0.6
40726,0.5,0.9,0.6,0.3,0.2,0.6
40727,0.4,0.9,0.6,0.3,0.2,0.5
40728,0.6,1,0.9,0.4,0.3,0.6
40729,0.5,1.1,0.8,0.4,0.3,0.6
40730,0.5,NoData,0.8,0.4,0.3,0.7
40731,0.5,NoData,0.8,0.4,0.3,0.6
40732,0.5,NoData,0.7,0.4,0.3,0.6
40733,0.4,NoData,0.7,0.4,0.3,0.6
40734,-1,1,0.6,0.4,0.3,0.6
40735,0.5,NoData,0.7,0.5,0.4,0.7
40736,0.4,1.3,0.8,0.5,0.3,0.8
40737,0.5,NoData,0.8,0.5,0.4,0.7
40738,0.4,NoData,0.8,0.5,0.3,0.7
40739,-0.4,NoData,0.8,0.5,0.4,0.7
40740,0.4,NoData,0.8,0.5,0.4,0.7
40741,0.3,NoData,0.6,0.3,0.3,0.7
40742,0.6,NoData,0.7,0.4,0.3,0.8
40743,0.3,NoData,0.6,0.4,0.3,0.8
40744,0.5,NoData,0.6,0.4,0.3,0.8
40745,0.4,NoData,0.7,0.4,0.4,0.8
40746,0.3,1.1,0.7,0.6,0.4,0.9
40747,0.3,1.3,0.6,0.4,0.3,0.8
40748,0.2,1.2,0.5,0.2,0.2,0.7
40749,0.5,1.2,0.6,0.4,0.3,0.8
40750,0.6,1.2,0.7,0.5,0.5,0.8
40751,0.6,0.7,0.4,0.4,0.3,0.3
40752,0.5,0.2,0.2,0.3,0.3,-0.1
40753,0.7,0.1,0.2,0.4,0.3,-0.1
40754,0.5,0.2,0,0.4,0.3,-0.2
40755,0.3,0.3,0.1,0.4,0.2,-0.2
40756,0.8,0.3,0.2,0,0.4,-0.1
40757,0.7,0.3,0.2,0.5,0.3,-0.1
40758,0.6,0.3,0.2,0.2,0.3,-0.1
40759,0.6,0.3,0.1,0.5,0.3,-0.1
40760,0.7,0.3,0.2,0.5,0.3,-0.2
40761,0.5,0.3,0.1,0.4,0.2,-0.2
40762,0.4,0.3,0.1,0.4,0.3,-0.2
40763,0.5,0.3,0.2,0.5,0.3,-0.1
40764,0.5,0.2,0.2,0.4,0.2,-0.2
40765,0.4,0.3,0.1,0.4,0.3,0.2
40766,0.5,0.3,0.2,0.5,0.2,0.5
40767,0.5,0.3,0.1,0.5,0.3,0.4
40768,0.6,0.3,0.1,0.4,0.2,0.5
40769,0.4,0.3,-0.1,0.3,0.2,0.6
40770,0.5,0.3,0,0.4,0.3,0.7
40771,0.5,0.4,0.4,0.5,0.3,0.7
40772,0.5,0.4,-0.1,0.4,0.2,0.5
40773,0.5,0.4,-0.1,0.5,0.2,0.6
40774,0.5,0.4,-0.2,0.4,0.3,0.6
40775,0.5,0.3,-0.2,0.3,0.3,0.6
40776,0.4,0.3,-0.3,0.5,0.2,0.5
40777,0.7,0.4,-0.2,0.6,0.3,0.5
40778,0.6,0.4,-0.2,0.7,0.3,0.6
40779,0.5,0.4,-0.2,0.6,0.3,0.5
40780,0.6,0.4,-0.3,0.4,0.3,0.4
40781,0.5,0.4,-0.3,0.4,0.3,0.5
40782,0.5,0.4,-0.3,0.4,0.2,0.4
40783,0.4,0.3,-0.4,0.3,0.3,0.5
40784,0.6,0.4,-0.4,0.4,0.3,0.5
40785,0.7,0.4,-0.4,0.3,0.3,0.5
40786,0.8,0.3,-0.5,0.5,0.3,0.6
40787,0.6,1.1,-0.3,0.9,0.3,0.5
40788,0.6,0.4,-0.5,1.1,0.3,0.6
40789,0.6,0.3,-0.5,1.2,0.2,0.5
40790,0.5,0.3,-0.6,1.2,0.2,0.4
40791,0.7,0.3,-0.2,0.8,0.3,0.5
40792,0.6,0.4,0.7,0.6,0.4,0.6
40793,0.8,0.4,0.6,0.6,0.3,0.5
40794,0.7,0.5,0.6,0.6,0.4,0.5
40795,0.7,0.5,0.5,0.6,0.4,0.5
40796,0.7,0.4,0.3,0.5,0.2,0.4
40797,0.5,0.3,0.2,0.5,0.2,0.5
40798,0.7,NoData,0.4,NoData,NoData,NoData
40799,0.8,NoData,0.2,NoData,NoData,NoData
40800,0.8,0.4,0.3,0.6,0.3,0.6
40801,0.8,0.4,0.2,0.6,0.4,0.5
40802,0.8,0.5,0.2,0.6,0.4,0.5
40803,0.9,0.4,0.1,0.5,0.3,0.4
40804,0.5,0.4,0,0.5,0.2,0.4
40805,0.9,0.5,0.1,0.7,0.4,0.5
40806,0.8,0.4,-0.3,0.5,0.4,0.4
40807,<Samp,0.4,0.3,0.5,0.3,0.5
40808,<Samp,0.4,0.4,0.7,0.3,0.5
40809,0.6,0.4,0.4,0.6,0.3,0.4
40810,0.4,0.5,0.4,0.5,0.3,0.4
40811,0.3,0.4,0.3,0.6,0.2,0.5
40812,0.4,0.5,0.4,0.7,0.3,0.4
40813,0.5,0.5,0.4,0.7,0.3,0.4
40814,0.4,0.5,0.4,0.6,0.5,0.4
40815,0.4,0.4,0.4,0.5,0.3,0.4
40816,0.2,0.4,0.2,0.5,0.3,0.4
40817,0.2,0.4,0.1,0.4,0.2,0.4
40818,0.3,0.4,0.2,0.4,0.3,0.5
40819,0.5,0.5,0.3,0.7,0.3,0.4
40820,1.1,0.5,0.3,0.6,0.4,0.2
40821,0.7,0.6,0.3,0.7,0.3,0.4
40822,0.4,0.5,0.2,0.6,0.3,0.2
40823,0.4,0.5,0.2,0.5,0.3,0.4
40824,0.3,0.4,0,0.4,0.2,0.3
40825,0.3,0.3,-0.1,0.4,0.1,0.5
40826,0.8,0.6,0.2,0.8,0.5,0.5
40827,0.9,1,0.8,1.2,0.8,0.7
40828,<Samp,0.9,0.4,0.8,0.4,0
40829,<Samp,0.4,-0.2,0.4,0.3,0.4
40830,0,0.3,-0.2,0.5,0.2,0.3
40831,-0.1,0.4,-0.2,0.5,0.2,0.3
40832,0,0.4,-0.2,0.4,0.3,0.4
40833,0,0.4,-0.1,0.4,0.3,0.3
40834,0.1,0.5,-0.1,0.6,0.4,0.3
40835,0,0.5,-0.2,0.5,0.3,0.2
40836,-0.1,0.3,-0.4,0.3,0.2,0.4
40837,0,0.5,0.5,0.4,0.2,0.3
40838,-0.2,0.6,0.7,0.6,0.5,0.4
40839,-0.1,0.8,0.8,0.7,0.4,0.5
40840,0.1,0.6,0.6,0.6,0.4,0.2
40841,-0.1,0.5,0.6,0.6,0.4,0.4
40842,0,0.5,0.5,0.6,0.3,0.2
40843,0,0.4,0.4,0.6,0.4,0.4
40844,0.1,0.5,0.5,0.7,0.4,0.4
40845,-0.2,0.5,0.2,0.4,0.3,0.3
40846,-0.1,0.4,0,0.4,0.3,0.4
40847,0,0.4,-0.4,0.5,0.3,0.4
40848,0.1,0.5,0.4,0.5,0.3,0.5
40849,-0.1,0.5,0.5,0.6,0.3,0.4
40850,-0.2,0.7,0.6,0.7,0.5,0.4
40851,0,0.5,0.3,0.5,0.3,0.2
40852,-0.1,0.4,0.3,0.4,0.2,0.4
40853,0,0.4,0.2,0.4,0.2,0.4
40854,0,0.5,0.4,0.5,0.4,0.5
40855,0,0.7,0.5,0.7,0.4,0.4
40856,0.1,0.7,0.4,0.6,0.4,0.1
40857,0,0.5,0.2,0.7,0.3,0.2
40858,0.1,0.7,0.6,0.9,0.6,0.7
40859,0.9,0.7,0.2,0.8,0.5,0.7
40860,-0.1,0.6,0.2,0.6,0.4,0.3
40861,0.1,0.6,0.4,0.6,0.7,0.4
40862,-0.2,0.5,0,0.5,0.4,0.2
40863,-0.2,0.3,0.1,0.4,0.3,0.4
40864,0,0.4,0.3,0.5,0.4,0.5
40865,0.1,0.5,0.4,0.7,0.6,0.4
40866,-0.1,0.6,0.1,0.6,0.4,0.2
40867,-0.1,0.4,0.1,0.4,0.3,0.3
40868,0.1,0.5,0.4,0.6,0.3,0.4
40869,0.2,0.7,0.5,0.8,0.4,0.6
40870,-0.1,0.9,0.3,1.1,0.7,0.4
40871,-0.3,0.9,0.3,0.9,0.7,0.1
40872,-0.1,0.7,0.3,0.7,0.5,0.5
40873,-0.4,0.8,0.3,0.6,0.4,0
40874,-0.1,0.6,0.1,0.5,0.4,0.3
40875,0.1,1,0.4,0.8,0.6,0.5
40876,-0.2,0.8,0.1,0.7,0.4,0.4
40877,-0.2,0.9,0.2,0.8,0.6,0.2
40878,-0.1,0.7,0.3,0.7,0.7,0.4
40879,-0.1,0.8,0.8,0.8,0.6,0.3
40880,-0.3,1.1,0.7,0.9,0.7,0.2
40881,-0.1,0.7,0.6,0.8,0.5,0.2
40882,-0.1,1.2,1.1,1,0.8,0.5
40883,0.2,0.9,1.3,0.8,0.5,0.5
40884,-0.2,1.1,1,1,0.8,0.2
40885,-0.1,0.9,0.9,0.9,0.7,0
40886,0.2,0.6,0.4,0.4,0.3,0.1
40887,-0.1,0.4,0.6,0.3,0.2,0.1
40888,0,0.4,0.9,0.4,0.3,0.5
40889,-0.1,0.8,0.9,0.9,0.5,0.2
40890,0,0.8,1,1,0.9,0.6
40891,-0.1,1.3,1.3,1.1,0.9,0.7
40892,0.5,1.3,1,1.2,0.9,0.3
40893,0.2,0.9,1.4,0.9,0.8,0.9
40894,0,0.7,1.2,0.6,0.4,0.7
40895,0,0.4,0.8,0.5,0.3,-0.2
40896,-0.1,0.7,1.2,1.1,0.6,0.6
40897,-0.1,0.9,1.4,0.8,0.3,1.7
40898,0.2,0.9,0.9,<Samp,0.5,0.2
40899,-0.2,0.5,0.8,0.9,0.5,0.2
40900,0.3,0.6,0.8,0.8,0.4,0.4
40901,0.1,0.4,0.5,0.5,0.4,0.2
40902,0.2,0.3,0.4,0.3,0.2,0.2
40903,0.1,0.3,0.6,0.3,0.2,0.4
40904,0,0.4,0.8,0.3,0.4,0.5
40905,0.1,0.7,0.6,0.8,0.5,0.2
40906,0.1,0.6,0.6,0.7,0.7,0.2
40907,0.1,1.1,1.1,1,0.8,0.9
40908,0.2,1.3,1.7,1.3,0.9,0.9
40909,0,0.5,0.5,0.5,0.4,0.4
40910,0.1,0.3,0.4,0.3,0.3,0.6
40911,0.1,0.5,0.3,0.6,0.4,0.2
40912,0.6,0.6,0.4,0.5,0.5,0.5
40913,0.3,0.8,0.5,1.1,0.6,0.4
40914,0.2,0.9,0.6,0.9,0.6,0.3
40915,0.3,0.4,0.7,0.5,0.4,0.3
40916,0.4,0.6,0.9,0.7,0.5,0.3
40917,0.3,0.4,<Samp,0.4,0.3,0.1
40918,0.1,0.4,0.2,0.4,0.3,0.2
40919,0.2,0.6,0.5,0.6,0.6,0.4
40920,0.1,0.4,0.2,0.5,0.3,0.2
40921,0.1,0.4,0.2,0.4,0.4,0.2
40922,0.2,0.4,0.1,0.4,0.3,0.3
40923,0.1,0.4,0.2,0.4,0.3,0.3
40924,0.2,0.4,0.4,0.6,0.5,0.3
40925,0.2,0.4,0.1,0.4,0.4,0.5
40926,0.2,0.4,0.4,0.7,0.5,0.3
40927,0.2,0.8,0.6,0.9,0.6,0.6
40928,0.2,0.5,0.4,0.3,0.3,0.1
40929,0.1,0.4,0.2,0.4,0.3,0.2
40930,0.1,0.4,0.3,0.4,0.3,0.2
40931,0.1,0.3,0.2,0.4,0.2,0.2
40932,0.1,0.4,0.4,0.4,0.4,0.2
40933,0.5,0.5,0.3,0.5,0.4,0.2
40934,0.3,0.7,0.7,0.7,0.5,0.5
40935,0.3,0.7,0.6,0.5,0.5,0.6
40936,0.2,0.4,0.8,0.4,0.3,0.6
40937,0.2,0.4,0.8,0.4,0.3,0.6
40938,0.3,0.6,0.6,0.6,0.5,0.2
40939,0.3,0.8,0.4,0.8,0.5,0.3
40940,0.1,0.4,0.3,0.4,0.4,0.3
40941,0.1,0.5,0.4,<Samp,0.4,0.3
40942,0.7,0.8,0.7,NoData,0.7,0.7
40943,0.6,0.7,0.3,NoData,0.4,0.1
40944,0.3,0.4,0.4,NoData,0.2,0.4
40945,0.3,0.5,0.6,<Samp,0.3,0.3
40946,0.6,1,0.7,0.9,0.5,0.3
40947,0.4,0.7,0.6,0.7,0.7,0.3
40948,0.3,0.4,0.2,0.5,0.4,0.1
40949,0.4,0.4,0.3,0.5,0.5,0.2
40950,0.1,0.5,0.4,0.4,0.4,0.2
40951,0.3,0.5,0.4,0.4,0.2,0.1
40952,0.2,0.8,0.7,0.9,0.3,0.4
40953,0.6,0.9,0.6,0.9,0.6,0.4
40954,0.8,0.8,0.4,0.7,0.6,0.2
40955,0.4,0.7,0.4,0.7,0.6,0.3
40956,0.1,0.4,0.2,0.5,0.3,0.1
40957,0.1,0.3,0.2,0.2,0.2,0.1
40958,0.2,0.3,0.2,0.1,0.1,0
40959,0.1,0.3,0.3,0.4,0.4,0.3
40960,0.7,0.4,0.2,0.9,0.4,0.1
40961,0.3,0.5,0.3,0.7,0.4,0.2
40962,0.2,0.5,0.4,0.7,0.5,0.2
40963,0.8,0.9,0.7,1,0.8,0.3
40964,0.5,0.9,0.6,0.9,0.7,0.5
40965,0.2,0.4,0.6,0.5,0.4,0.3
40966,0.3,0.5,0.5,0.7,0.5,0.4
40967,1.2,0.8,0.6,0.6,0.4,0.3
40968,0.5,0.5,0.7,0.4,0.2,0.2
40969,0.2,0.4,0.2,0.2,0.2,0.2
40970,0.1,0.5,0.3,0.3,0.3,0.4
40971,0.1,0.4,0.1,0.3,0.2,0.2
40972,0.2,0.3,0.1,0.3,0.2,0.3
40973,0.1,0.5,0.4,0.7,0.4,0.3
40974,0.5,0.7,0.4,0.8,0.3,0.4
40975,0.6,0.6,0.9,<Samp,0.4,0.6
40976,0.5,0.5,0.4,NoData,0.4,0.3
40977,0.4,0.5,0.4,NoData,0.5,0.3
40978,0.5,0.5,0.4,NoData,0.5,0.2
40979,0.8,0.5,0.4,NoData,0.4,0.3
40980,0.3,<Samp,0.5,<Samp,0.6,0.2
40981,0.4,<Samp,0.3,0.6,0.4,0.3
40982,0.3,0.7,0.3,0.6,0.4,0.3
40983,0.4,0.3,0.1,0.4,0.3,0.3
40984,0.7,0.3,0.2,0.3,0.3,0.3
40985,0.7,0.2,0.1,0.2,0.2,0.3
40986,0.7,0.2,0.2,0.3,0.2,0.4
40987,0.7,0.3,0.2,0.6,0.4,0.5
40988,0.3,0.3,0.2,0.4,0.4,<Samp
40989,0.7,0.3,0.3,0.5,0.4,<Samp
40990,0.7,0.4,0.5,0.6,0.4,0.9
40991,0.6,0.5,0.5,0.6,0.4,0.6
40992,0.6,0.4,0.4,0.4,0.4,0.3
40993,0.4,0.5,0.5,0.5,0.4,0.2
40994,0.5,0.4,0.6,0.6,0.3,0.4
40995,0.3,0.3,0.5,0.3,0.3,0.2
40996,0.3,0.3,0.5,0.4,0.3,0.3
40997,0.3,0.3,0.5,0.3,0.3,0.5
40998,0.3,0.3,0.5,0.3,0.3,0.5
40999,0.2,0.3,0.5,0.3,0.3,0.5
41000,0.4,0.3,0.5,0.3,0.2,0.4
41001,0.5,0.5,0.8,0.5,0.5,0.6
41002,0.4,0.3,0.7,0.4,0.3,0.5
41003,0.4,0.3,0.7,0.4,0.2,0.5
41004,0.8,0.6,1,0.7,0.4,0.6
41005,1,0.5,1,0.7,0.5,0.7
41006,0.6,0.4,0.9,0.5,0.4,0.6
41007,1,0.5,1.1,0.7,0.3,0.5
41008,0.6,0.5,1,0.6,0.3,0.6
41009,0.8,0.2,0.8,0.3,0.2,0.4
41010,0.5,0.3,0.8,0.3,0.1,0.4
41011,0.2,0.2,0.8,0.3,0.2,0.4
41012,0.3,0.2,0.9,0.3,0.2,0.4
41013,0.3,0.3,0.9,0.3,0.2,0.4
41014,0.2,0.4,1,0.4,<Samp,0.4
41015,0.3,0.4,1.1,0.4,<Samp,0.4
41016,0.4,0.2,1,0.3,0.2,0.4
41017,0.4,0.6,1.3,0.6,0.5,0.5
41018,0.2,0.5,1,0.6,0.3,0.5
41019,0.2,0.2,0.3,0.3,0.3,0.4
41020,0.2,0.2,0.1,0.3,0.2,0.4
41021,0.1,0.2,0.1,0.3,0.1,0.4
41022,0.3,0.5,0.2,0.5,0.4,0.5
41023,0.3,0.4,0.2,0.5,0.3,0.4
41024,0.4,0.3,0.2,0.4,0.2,0.4
41025,0.4,0.3,0.1,0.4,0.2,0.4
41026,0.3,0.3,0.1,0.4,0.3,0.4
41027,0.3,0.3,0.2,0.3,0.2,0.3
41028,0.2,0.3,0.2,0.3,0.3,0.3
41029,0.6,0.4,0.2,0.5,0.4,0.4
41030,0.6,0.3,0.2,0.5,0.4,0.4
41031,0.5,0.4,0.1,0.5,0.4,0.4
41032,0.6,0.3,0.1,0.5,0.3,0.4
41033,0.5,0.4,0.4,0.5,0.3,0.4
41034,0.5,0.5,0.3,0.6,0.4,0.4
41035,0.4,0.4,0.3,0.4,0.3,0.3
41036,0.7,0.4,0.3,0.5,0.4,0.3
41037,0.6,0.3,0.1,0.4,0.3,0.3
41038,0.7,0.3,0.1,0.4,0.3,0.3
41039,1,0.3,0.1,0.4,0.3,0.3
41040,0.8,0.4,0.1,0.5,0.4,0.4
41041,0.7,0.3,0.2,0.4,0.3,0.3
41042,0.5,0.4,0.3,0.4,0.3,0.2
41043,0.7,0.4,0.2,0.4,0.3,0.3
41044,0.7,0.4,0.2,0.5,0.3,0.3
41045,0.7,0.3,0.2,0.5,0.3,0.2
41046,0.2,0.4,0.2,0.5,0.4,0.3
41047,0.3,0.8,0.2,0.8,0.6,0.4
41048,0.2,0.3,0.3,0.4,0.2,0.2
41049,0.3,0.2,0.5,0.2,0.1,0.1
41050,0.2,0.2,0.2,0.3,0.2,0.2
41051,0.1,0.3,0.2,0.3,0.2,0.2
41052,0.4,0.3,0.3,0.5,0.3,0.2
41053,0.4,0.4,0.4,0.4,0.2,0.2
41054,0.4,0.3,0.6,0.4,0.2,0.1
41055,0.1,0.3,0.6,0.3,0.2,0.1
41056,0,0.3,0.5,0.3,0.2,0.1
41057,0.2,0.3,0.5,0.3,0.2,0.1
41058,0.2,0.5,0.9,0.6,0.5,0.3
41059,0.1,0.6,0.9,0.6,0.3,0.3
41060,0.2,0.2,0.6,0.3,0.2,0.1
41061,0.4,0.4,0.7,0.4,0.4,0.2
41062,0.3,0.4,0.7,0.4,0.3,0.2
41063,0.1,0.2,0.6,0.3,0.2,0.1
41064,0.4,0.3,0.8,0.4,0.3,0.2
41065,0.4,0.3,0.8,0.4,0.2,0.2
41066,0.3,0.3,0.8,0.4,0.2,0.2
41067,0.3,0.3,0.8,0.4,0.3,0.2
41068,0.4,0.4,0.9,0.5,0.4,0.2
41069,0.3,0.3,0.8,0.4,0.2,0.2
41070,0.2,0.3,0.8,0.3,0.2,0.1
41071,0.6,0.3,0.9,0.5,0.3,0.2
41072,0.4,0.3,0.9,0.5,0.3,0.2
41073,0.3,0.3,0.9,0.5,0.3,0.2
41074,0.4,0.3,0.9,0.4,0.3,0.2
41075,0.5,0.3,1,0.4,0.3,0.2
41076,0.4,0.3,0.9,0.4,0.3,0.2
41077,0.3,0.3,0.9,0.4,0.3,0.2
41078,0.5,0.4,1.1,0.5,0.4,0.2
41079,0.4,0.3,1.1,0.5,0.3,0.2
41080,0.5,0.3,1,0.3,0.3,0.2
41081,0.3,0.3,1,0.4,0.3,0.2
41082,0.3,0.3,1,0.4,0.3,0.2
41083,0.3,0.3,1,0.5,0.3,0.3
41084,0.2,0.3,0.9,0.4,0.3,0.2
41085,0.4,0.3,1.1,0.4,0.3,0.3
41086,0.4,0.3,1.1,0.5,0.3,0.3
41087,0.4,0.3,1.1,0.5,0.3,0.3
41088,0.4,<Samp,1.1,0.5,0.2,0.3
41089,0.4,NoData,1.1,0.4,0.2,0.3
41090,0.3,NoData,1,0.5,0.1,0.2
41091,0.2,NoData,1,0.4,0.1,0.2
41092,0.4,NoData,1.1,0.5,0.2,0.3
41093,0.4,<Samp,1.1,0.5,0.2,0.3
41094,0.4,0.3,1.1,0.4,0.1,<Samp
41095,0.3,0.2,1,0.4,0.2,0.4
41096,0.4,0.3,1,0.4,0.2,0.4
41097,0.3,0.3,1,0.5,0.2,0.5
41098,0.2,0.3,1,0.4,0.1,0.5
41099,0.4,0.3,1.1,0.5,0.2,0.6
41100,0.5,0.4,1.2,0.5,0.2,0.6
41101,0.4,0.4,1.2,0.6,0.3,0.6
41102,0.5,0.4,1.2,0.6,0.2,0.6
41103,0.4,0.4,1.2,0.5,0.2,0.6
41104,0.3,0.4,1.1,0.5,0.2,0.6
41105,0.1,0.4,1.1,0.5,0.1,0.6
41106,0.4,0.4,1.3,0.6,0.2,0.7
41107,0.4,0.4,1.3,0.7,0.2,0.7
41108,0.4,0.5,1.3,0.6,0.2,0.7
41109,0.4,0.4,1.4,0.6,0.1,0.7
41110,0.7,0.4,1.4,0.5,0.2,0.8
41111,0.4,0.4,0.3,0.5,0.1,0.7
41112,0.2,0.3,0.2,0.4,0.1,0.6
41113,0.4,0.4,0.1,0.5,0.1,0.7
41114,0.5,0.4,0.1,0.5,0.1,0.7
41115,0.5,0.4,0.1,0.5,0.2,0.8
41116,0.5,0.4,0.1,0.5,0.2,0.8
41117,0.4,0.5,0.1,0.5,0.1,0.8
41118,0.4,0.4,0.1,0.5,0.2,0.8
41119,0.2,0.4,0.1,0.4,0.1,0.7
41120,0.3,0.4,0.1,0.4,0.1,0.8
41121,0.5,0.4,0.1,0.5,0.2,0.8
41122,0.4,0.5,0.1,0.6,0.2,0.9
41123,0.3,0.6,0.2,0.6,0.2,0.9
41124,0.5,0.4,0.2,0.5,0.1,1
41125,0.2,0.4,0.1,0.5,0.1,1
41126,0.1,0.4,0.1,0.4,0.1,0.9
41127,0.3,0.4,0.1,0.5,0.1,1
41128,0.3,0.4,0.2,0.6,0.1,1.1
41129,0.4,0.5,0.3,0.6,0.2,1.1
41130,0.3,0.5,0.2,0.6,0.1,1
41131,0.3,0.5,0.3,0.6,0.2,1
41132,0.3,0.5,0.2,0.6,0.1,1.1
41133,0.2,0.4,0.2,0.5,0.1,1.1
41134,0.3,0.4,0.3,0.6,0.2,1.1
41135,0.4,0.4,0.2,0.6,0.1,1.1
41136,0.3,0.4,0.2,0.5,0.2,1.1
41137,0.2,0.3,0.1,0.7,0.1,1.1
41138,0.4,0.3,0.2,0.6,0.1,1.1
41139,0.3,0.4,0.2,0.5,0.1,1.1
41140,0.2,0.3,0.2,0.4,0.1,1
41141,0.3,0.4,0.4,0.5,0.1,1.1
41142,0.3,0.3,0.3,0.5,0.1,1.1
41143,0.3,0.3,0.3,0.5,0.1,1.1
41144,0.3,0.3,0.3,0.5,0.1,1.1
41145,0.3,0.3,0.3,0.5,0.1,1.1
41146,0.3,0.3,0.3,0.4,0.1,1.1
41147,0.1,0.3,0.3,0.5,0.1,1
41148,0.4,0.4,0.4,0.5,0.1,1.1
41149,0.3,0.4,0.3,0.6,0.1,1.1
41150,0.3,0.3,0.3,0.5,0.1,1.1
41151,0.3,0.3,0.3,0.5,0.1,1.1
41152,0.4,0.4,0.4,0.5,0.1,1.1
41153,0.2,0.3,0.3,0.5,0.1,1.1
41154,0.2,0.3,0.2,0.4,0.1,1
41155,0.3,0.3,0.4,0.5,0.1,1.1
41156,0.4,0.4,0.4,0.5,0.1,1.1
41157,0.4,0.4,0.5,0.6,0.1,1.1
41158,0.4,0.4,0.6,0.6,0.1,1.1
41159,0.4,0.4,0.5,0.6,0.1,1.2
41160,0.3,0.4,0.5,0.5,0.1,1.2
41161,0.2,0.3,0.3,0.4,0.1,1
41162,0.4,0.3,0.4,0.4,0.1,1.1
41163,0.4,0.4,0.4,0.5,0.1,1.2
41164,0.5,0.3,0.4,0.5,0.1,0.5
41165,0.4,0.4,0.4,0.5,0.1,0.2
41166,0.4,0.3,0.4,0.5,0.1,0.2
41167,0.2,0.3,0.4,0.5,0.1,0.2
41168,0.3,0.3,0.3,0.4,0.1,0.3
41169,0.3,0.4,0.4,0.5,0.1,0.2
41170,0.1,0.3,0.3,0.4,0.1,0.3
41171,0.1,0.3,0.3,0.4,0.1,0.2
41172,0.1,0.4,0.5,0.6,0.1,0.3
41173,0.2,0.4,0.4,0.5,0.1,0.4
41174,0.1,0.4,0.4,0.4,0.2,0.4
41175,0.1,0.3,0.3,0.4,0.1,0.4
41176,0.2,0.3,0.4,0.5,0.1,0.5
41177,0.2,0.5,0.5,0.5,0.1,0.6
41178,0.2,0.3,0.4,0.4,0.2,0.5
41179,0.1,0.2,0.3,0.4,0.1,0.5
41180,0.3,0.5,0.5,0.6,0.1,0.7
41181,0.3,0.5,0.5,0.6,0.2,0.6
41182,0.1,0.3,0.4,0.5,0.1,0.6
41183,0.2,0.3,0.5,0.6,0.1,0.6
41184,0.2,0.4,0.4,0.5,0.1,0.6
41185,0.2,0.3,0.5,0.5,0.1,0.7
41186,0.1,0.3,0.3,0.4,0.2,0.7
41187,0.1,0.4,0.4,0.4,0.2,0.8
41188,0.1,0.3,0.3,0.4,0.2,0.8
41189,0.1,0.3,0.3,0.4,0.2,0.8
41190,0.1,0.4,0.4,0.5,0.2,0.9
41191,0.1,0.3,0.3,0.4,0.1,0.9
41192,0.1,0.4,0.5,0.5,0.1,<Samp
41193,0.2,0.4,0.5,0.6,0.2,0.9
41194,0.2,0.5,0.5,0.5,0.2,0.6
41195,0.2,0.4,0.3,0.5,0.2,0.2
41196,0.1,0.4,0.3,0.5,0.2,0.2
41197,0.2,0.6,0.4,0.6,0.1,0.2
41198,0.3,0.5,0.4,0.6,0.2,0.2
41199,0.3,0.4,0.5,0.7,0.2,0.3
41200,0.2,0.4,0.5,0.8,0.1,0.3
41201,0.2,0.5,0.5,0.7,0.2,0.3
41202,0.4,0.5,0.4,0.6,0.2,0.3
41203,0.2,0.5,0.3,0.6,0.3,0.3
41204,0.2,0.5,0.5,0.7,0.2,0.3
41205,0.2,0.4,0.5,0.7,0.2,0.4
41206,0.2,0.4,0.3,0.6,0.2,0.3
41207,0.2,0.7,0.3,0.6,0.2,0.4
41208,0.1,0.9,0.3,0.5,0.2,0.3
41209,0.1,0.7,0.2,0.5,0.1,0.2
41210,0.2,0.8,0.3,0.5,0.2,0.4
41211,<Samp,0.7,0.4,0.7,0.2,0.3
41212,<Samp,0.9,0.8,1,0.4,0.5
41213,0.3,0.7,0.6,0.7,0.2,0.4
41214,0.2,0.8,0.6,0.9,0.3,0.4
41215,0.3,1,0.9,1.1,<Samp,0.6
41216,0.3,0.6,0.4,0.7,<Samp,0.3
41217,0.2,0.5,0.3,0.6,0.2,0.2
41218,0.2,0.7,0.6,0.8,0.2,0.4
41219,0.2,0.9,0.7,0.8,0.2,0.4
41220,0.2,0.7,0.6,0.8,0.2,0.4
41221,0.2,0.6,0.5,0.7,0.2,0.3
41222,0.2,0.5,0.5,0.6,0.2,0.3
41223,0.2,0.4,0.2,0.5,0.1,0.1
41224,0.1,0.4,0.1,0.4,0.1,0.1
41225,0.1,0.5,0.3,0.5,0.2,0.2
41226,0.1,0.6,0.4,0.6,0.2,0.3
41227,0.1,0.6,0.6,0.6,0.2,0.4
41228,0.2,0.5,0.8,0.7,0.2,0.4
41229,0.2,0.6,0.7,0.7,0.2,0.3
41230,0.3,0.3,0.6,0.4,0.1,0.1
41231,0.3,0.4,0.7,0.5,0.2,0.2
41232,0.3,0.7,0.8,0.8,0.3,0.4
41233,0.3,0.7,0.2,0.7,0.2,<Samp
41234,0.2,0.6,0.3,0.6,0.2,NoData
41235,0.4,0.6,0.4,0.8,0.2,NoData
41236,0.2,0.8,0.5,0.9,0.2,NoData
