date,station,CO
14/03/2015,TLV_Yehuda_Hamacabi,0.3
15/03/2015,TLV_Yehuda_Hamacabi,0.4
16/03/2015,TLV_Yehuda_Hamacabi,0.4
17/03/2015,TLV_Yehuda_Hamacabi,0.4
18/03/2015,TLV_Yehuda_Hamacabi,0.4
19/03/2015,TLV_Yehuda_Hamacabi,0.4
20/03/2015,TLV_Yehuda_Hamacabi,0.4
21/03/2015,TLV_Yehuda_Hamacabi,0.3
22/03/2015,TLV_Yehuda_Hamacabi,0.2
23/03/2015,TLV_Yehuda_Hamacabi,0.3
24/03/2015,TLV_Yehuda_Hamacabi,0.3
25/03/2015,TLV_Yehuda_Hamacabi,0.4
26/03/2015,TLV_Yehuda_Hamacabi,0.4
27/03/2015,TLV_Yehuda_Hamacabi,0.5
28/03/2015,TLV_Yehuda_Hamacabi,0.5
29/03/2015,TLV_Yehuda_Hamacabi,0.3
30/03/2015,TLV_Yehuda_Hamacabi,0.4
31/03/2015,TLV_Yehuda_Hamacabi,0.3
01/04/2015,TLV_Yehuda_Hamacabi,0.3
02/04/2015,TLV_Yehuda_Hamacabi,0.3
03/04/2015,TLV_Yehuda_Hamacabi,0.3
04/04/2015,TLV_Yehuda_Hamacabi,0.4
05/04/2015,TLV_Yehuda_Hamacabi,0.2
06/04/2015,TLV_Yehuda_Hamacabi,0.3
07/04/2015,TLV_Yehuda_Hamacabi,0.4
08/04/2015,TLV_Yehuda_Hamacabi,0.5
09/04/2015,TLV_Yehuda_Hamacabi,0.6
10/04/2015,TLV_Yehuda_Hamacabi,0.3
11/04/2015,TLV_Yehuda_Hamacabi,0.2
12/04/2015,TLV_Yehuda_Hamacabi,0.3
13/04/2015,TLV_Yehuda_Hamacabi,0.3
14/04/2015,TLV_Yehuda_Hamacabi,0.3
15/04/2015,TLV_Yehuda_Hamacabi,
16/04/2015,TLV_Yehuda_Hamacabi,
17/04/2015,TLV_Yehuda_Hamacabi,0.3
18/04/2015,TLV_Yehuda_Hamacabi,0.3
19/04/2015,TLV_Yehuda_Hamacabi,0.3
20/04/2015,TLV_Yehuda_Hamacabi,0.4
21/04/2015,TLV_Yehuda_Hamacabi,0.4
22/04/2015,TLV_Yehuda_Hamacabi,0.3
23/04/2015,TLV_Yehuda_Hamacabi,0.2
24/04/2015,TLV_Yehuda_Hamacabi,0.2
25/04/2015,TLV_Yehuda_Hamacabi,0.2
26/04/2015,TLV_Yehuda_Hamacabi,0.3
27/04/2015,TLV_Yehuda_Hamacabi,0.5
28/04/2015,TLV_Yehuda_Hamacabi,0.7
29/04/2015,TLV_Yehuda_Hamacabi,0.7
30/04/2015,TLV_Yehuda_Hamacabi,0.6
01/05/2015,TLV_Yehuda_Hamacabi,0.3
02/05/2015,TLV_Yehuda_Hamacabi,0.3
03/05/2015,TLV_Yehuda_Hamacabi,0.2
04/05/2015,TLV_Yehuda_Hamacabi,0.2
05/05/2015,TLV_Yehuda_Hamacabi,0.2
06/05/2015,TLV_Yehuda_Hamacabi,0.2
07/05/2015,TLV_Yehuda_Hamacabi,0.3
08/05/2015,TLV_Yehuda_Hamacabi,0.5
09/05/2015,TLV_Yehuda_Hamacabi,0.4
10/05/2015,TLV_Yehuda_Hamacabi,0.3
11/05/2015,TLV_Yehuda_Hamacabi,0.3
12/05/2015,TLV_Yehuda_Hamacabi,0.4
13/05/2015,TLV_Yehuda_Hamacabi,0.3
14/05/2015,TLV_Yehuda_Hamacabi,0.3
15/05/2015,TLV_Yehuda_Hamacabi,0.3
16/05/2015,TLV_Yehuda_Hamacabi,0.3
17/05/2015,TLV_Yehuda_Hamacabi,0.3
18/05/2015,TLV_Yehuda_Hamacabi,0.5
19/05/2015,TLV_Yehuda_Hamacabi,0.4
20/05/2015,TLV_Yehuda_Hamacabi,0.4
21/05/2015,TLV_Yehuda_Hamacabi,0.3
22/05/2015,TLV_Yehuda_Hamacabi,0.2
23/05/2015,TLV_Yehuda_Hamacabi,0.3
24/05/2015,TLV_Yehuda_Hamacabi,0.3
25/05/2015,TLV_Yehuda_Hamacabi,0.4
26/05/2015,TLV_Yehuda_Hamacabi,0.5
27/05/2015,TLV_Yehuda_Hamacabi,0.3
28/05/2015,TLV_Yehuda_Hamacabi,0.6
29/05/2015,TLV_Yehuda_Hamacabi,0.3
30/05/2015,TLV_Yehuda_Hamacabi,0.2
31/05/2015,TLV_Yehuda_Hamacabi,0.2
01/06/2015,TLV_Yehuda_Hamacabi,0.3
02/06/2015,TLV_Yehuda_Hamacabi,0.3
03/06/2015,TLV_Yehuda_Hamacabi,0.2
04/06/2015,TLV_Yehuda_Hamacabi,0.3
05/06/2015,TLV_Yehuda_Hamacabi,0.3
06/06/2015,TLV_Yehuda_Hamacabi,0.3
07/06/2015,TLV_Yehuda_Hamacabi,0.3
08/06/2015,TLV_Yehuda_Hamacabi,0.3
09/06/2015,TLV_Yehuda_Hamacabi,0.4
10/06/2015,TLV_Yehuda_Hamacabi,0.3
11/06/2015,TLV_Yehuda_Hamacabi,0.4
12/06/2015,TLV_Yehuda_Hamacabi,0.5
13/06/2015,TLV_Yehuda_Hamacabi,0.3
14/06/2015,TLV_Yehuda_Hamacabi,0.2
15/06/2015,TLV_Yehuda_Hamacabi,0.3
16/06/2015,TLV_Yehuda_Hamacabi,0.3
17/06/2015,TLV_Yehuda_Hamacabi,0.3
18/06/2015,TLV_Yehuda_Hamacabi,0.3
19/06/2015,TLV_Yehuda_Hamacabi,0.3
20/06/2015,TLV_Yehuda_Hamacabi,0.4
21/06/2015,TLV_Yehuda_Hamacabi,0.2
22/06/2015,TLV_Yehuda_Hamacabi,0.3
23/06/2015,TLV_Yehuda_Hamacabi,0.3
24/06/2015,TLV_Yehuda_Hamacabi,0.3
25/06/2015,TLV_Yehuda_Hamacabi,0.2
26/06/2015,TLV_Yehuda_Hamacabi,0.3
27/06/2015,TLV_Yehuda_Hamacabi,0.3
28/06/2015,TLV_Yehuda_Hamacabi,0.3
29/06/2015,TLV_Yehuda_Hamacabi,0.3
30/06/2015,TLV_Yehuda_Hamacabi,0.3
01/07/2015,TLV_Yehuda_Hamacabi,0.3
02/07/2015,TLV_Yehuda_Hamacabi,0.3
03/07/2015,TLV_Yehuda_Hamacabi,0.3
04/07/2015,TLV_Yehuda_Hamacabi,0.3
05/07/2015,TLV_Yehuda_Hamacabi,0.3
06/07/2015,TLV_Yehuda_Hamacabi,0.3
07/07/2015,TLV_Yehuda_Hamacabi,0.3
08/07/2015,TLV_Yehuda_Hamacabi,0.2
09/07/2015,TLV_Yehuda_Hamacabi,0.3
10/07/2015,TLV_Yehuda_Hamacabi,0.3
11/07/2015,TLV_Yehuda_Hamacabi,0.3
12/07/2015,TLV_Yehuda_Hamacabi,0.3
13/07/2015,TLV_Yehuda_Hamacabi,0.3
14/07/2015,TLV_Yehuda_Hamacabi,0.3
15/07/2015,TLV_Yehuda_Hamacabi,0.3
16/07/2015,TLV_Yehuda_Hamacabi,0.3
17/07/2015,TLV_Yehuda_Hamacabi,0.3
18/07/2015,TLV_Yehuda_Hamacabi,0.3
19/07/2015,TLV_Yehuda_Hamacabi,0.3
20/07/2015,TLV_Yehuda_Hamacabi,0.4
21/07/2015,TLV_Yehuda_Hamacabi,0.3
22/07/2015,TLV_Yehuda_Hamacabi,0.4
23/07/2015,TLV_Yehuda_Hamacabi,0.4
24/07/2015,TLV_Yehuda_Hamacabi,0.4
25/07/2015,TLV_Yehuda_Hamacabi,0.4
26/07/2015,TLV_Yehuda_Hamacabi,0.3
27/07/2015,TLV_Yehuda_Hamacabi,0.3
28/07/2015,TLV_Yehuda_Hamacabi,0.3
29/07/2015,TLV_Yehuda_Hamacabi,0.3
30/07/2015,TLV_Yehuda_Hamacabi,0.4
31/07/2015,TLV_Yehuda_Hamacabi,0.4
01/08/2015,TLV_Yehuda_Hamacabi,0.3
02/08/2015,TLV_Yehuda_Hamacabi,0.4
03/08/2015,TLV_Yehuda_Hamacabi,0.4
04/08/2015,TLV_Yehuda_Hamacabi,0.4
05/08/2015,TLV_Yehuda_Hamacabi,0.4
06/08/2015,TLV_Yehuda_Hamacabi,0.4
07/08/2015,TLV_Yehuda_Hamacabi,0.3
08/08/2015,TLV_Yehuda_Hamacabi,0.5
09/08/2015,TLV_Yehuda_Hamacabi,0.5
10/08/2015,TLV_Yehuda_Hamacabi,0.4
11/08/2015,TLV_Yehuda_Hamacabi,0.4
12/08/2015,TLV_Yehuda_Hamacabi,0.3
13/08/2015,TLV_Yehuda_Hamacabi,0.3
14/08/2015,TLV_Yehuda_Hamacabi,0.3
15/08/2015,TLV_Yehuda_Hamacabi,0.3
16/08/2015,TLV_Yehuda_Hamacabi,0.3
17/08/2015,TLV_Yehuda_Hamacabi,0.4
18/08/2015,TLV_Yehuda_Hamacabi,0.4
19/08/2015,TLV_Yehuda_Hamacabi,0.3
20/08/2015,TLV_Yehuda_Hamacabi,0.3
21/08/2015,TLV_Yehuda_Hamacabi,0.3
22/08/2015,TLV_Yehuda_Hamacabi,0.3
23/08/2015,TLV_Yehuda_Hamacabi,0.3
24/08/2015,TLV_Yehuda_Hamacabi,0.3
25/08/2015,TLV_Yehuda_Hamacabi,0.3
26/08/2015,TLV_Yehuda_Hamacabi,0.3
27/08/2015,TLV_Yehuda_Hamacabi,0.3
28/08/2015,TLV_Yehuda_Hamacabi,0.4
29/08/2015,TLV_Yehuda_Hamacabi,0.3
30/08/2015,TLV_Yehuda_Hamacabi,0.3
31/08/2015,TLV_Yehuda_Hamacabi,0.4
01/09/2015,TLV_Yehuda_Hamacabi,0.3
02/09/2015,TLV_Yehuda_Hamacabi,0.4
03/09/2015,TLV_Yehuda_Hamacabi,0.4
04/09/2015,TLV_Yehuda_Hamacabi,0.4
05/09/2015,TLV_Yehuda_Hamacabi,0.3
06/09/2015,TLV_Yehuda_Hamacabi,0.3
07/09/2015,TLV_Yehuda_Hamacabi,0.3
08/09/2015,TLV_Yehuda_Hamacabi,0.4
09/09/2015,TLV_Yehuda_Hamacabi,0.5
10/09/2015,TLV_Yehuda_Hamacabi,0.4
11/09/2015,TLV_Yehuda_Hamacabi,0.4
12/09/2015,TLV_Yehuda_Hamacabi,0.4
13/09/2015,TLV_Yehuda_Hamacabi,0.3
14/09/2015,TLV_Yehuda_Hamacabi,0.4
15/09/2015,TLV_Yehuda_Hamacabi,0.3
16/09/2015,TLV_Yehuda_Hamacabi,0.3
17/09/2015,TLV_Yehuda_Hamacabi,0.4
18/09/2015,TLV_Yehuda_Hamacabi,0.4
19/09/2015,TLV_Yehuda_Hamacabi,0.3
20/09/2015,TLV_Yehuda_Hamacabi,0.3
21/09/2015,TLV_Yehuda_Hamacabi,0.4
22/09/2015,TLV_Yehuda_Hamacabi,0.3
23/09/2015,TLV_Yehuda_Hamacabi,0.3
24/09/2015,TLV_Yehuda_Hamacabi,0.3
25/09/2015,TLV_Yehuda_Hamacabi,0.4
26/09/2015,TLV_Yehuda_Hamacabi,0.4
27/09/2015,TLV_Yehuda_Hamacabi,0.3
28/09/2015,TLV_Yehuda_Hamacabi,0.4
29/09/2015,TLV_Yehuda_Hamacabi,0.2
30/09/2015,TLV_Yehuda_Hamacabi,0.3
01/10/2015,TLV_Yehuda_Hamacabi,0.3
02/10/2015,TLV_Yehuda_Hamacabi,0.3
03/10/2015,TLV_Yehuda_Hamacabi,0.3
04/10/2015,TLV_Yehuda_Hamacabi,0.3
05/10/2015,TLV_Yehuda_Hamacabi,0.3
06/10/2015,TLV_Yehuda_Hamacabi,0.2
07/10/2015,TLV_Yehuda_Hamacabi,0.3
08/10/2015,TLV_Yehuda_Hamacabi,0.3
09/10/2015,TLV_Yehuda_Hamacabi,0.3
10/10/2015,TLV_Yehuda_Hamacabi,0.3
11/10/2015,TLV_Yehuda_Hamacabi,0.3
12/10/2015,TLV_Yehuda_Hamacabi,0.4
13/10/2015,TLV_Yehuda_Hamacabi,0.4
14/10/2015,TLV_Yehuda_Hamacabi,0.4
15/10/2015,TLV_Yehuda_Hamacabi,0.4
16/10/2015,TLV_Yehuda_Hamacabi,0.4
17/10/2015,TLV_Yehuda_Hamacabi,0.4
18/10/2015,TLV_Yehuda_Hamacabi,0.5
19/10/2015,TLV_Yehuda_Hamacabi,0.5
20/10/2015,TLV_Yehuda_Hamacabi,0.4
21/10/2015,TLV_Yehuda_Hamacabi,0.4
22/10/2015,TLV_Yehuda_Hamacabi,0.4
23/10/2015,TLV_Yehuda_Hamacabi,0.5
24/10/2015,TLV_Yehuda_Hamacabi,0.7
25/10/2015,TLV_Yehuda_Hamacabi,0.3
26/10/2015,TLV_Yehuda_Hamacabi,0.5
27/10/2015,TLV_Yehuda_Hamacabi,0.5
28/10/2015,TLV_Yehuda_Hamacabi,0.3
29/10/2015,TLV_Yehuda_Hamacabi,0.4
30/10/2015,TLV_Yehuda_Hamacabi,0.4
31/10/2015,TLV_Yehuda_Hamacabi,0.5
01/11/2015,TLV_Yehuda_Hamacabi,0.4
02/11/2015,TLV_Yehuda_Hamacabi,0.5
03/11/2015,TLV_Yehuda_Hamacabi,0.3
04/11/2015,TLV_Yehuda_Hamacabi,0.2
05/11/2015,TLV_Yehuda_Hamacabi,0.2
06/11/2015,TLV_Yehuda_Hamacabi,0.4
07/11/2015,TLV_Yehuda_Hamacabi,0.5
08/11/2015,TLV_Yehuda_Hamacabi,0.3
09/11/2015,TLV_Yehuda_Hamacabi,0.4
10/11/2015,TLV_Yehuda_Hamacabi,0.3
11/11/2015,TLV_Yehuda_Hamacabi,0.5
12/11/2015,TLV_Yehuda_Hamacabi,0.5
13/11/2015,TLV_Yehuda_Hamacabi,0.5
14/11/2015,TLV_Yehuda_Hamacabi,0.7
15/11/2015,TLV_Yehuda_Hamacabi,0.5
16/11/2015,TLV_Yehuda_Hamacabi,0.8
17/11/2015,TLV_Yehuda_Hamacabi,0.5
18/11/2015,TLV_Yehuda_Hamacabi,0.3
19/11/2015,TLV_Yehuda_Hamacabi,0.4
20/11/2015,TLV_Yehuda_Hamacabi,0.6
21/11/2015,TLV_Yehuda_Hamacabi,0.5
22/11/2015,TLV_Yehuda_Hamacabi,0.4
23/11/2015,TLV_Yehuda_Hamacabi,0.4
24/11/2015,TLV_Yehuda_Hamacabi,0.3
25/11/2015,TLV_Yehuda_Hamacabi,0.3
26/11/2015,TLV_Yehuda_Hamacabi,0.3
27/11/2015,TLV_Yehuda_Hamacabi,0.5
28/11/2015,TLV_Yehuda_Hamacabi,0.8
29/11/2015,TLV_Yehuda_Hamacabi,0.6
30/11/2015,TLV_Yehuda_Hamacabi,0.6
01/12/2015,TLV_Yehuda_Hamacabi,0.4
02/12/2015,TLV_Yehuda_Hamacabi,0.3
03/12/2015,TLV_Yehuda_Hamacabi,0.3
04/12/2015,TLV_Yehuda_Hamacabi,0.3
05/12/2015,TLV_Yehuda_Hamacabi,0.2
06/12/2015,TLV_Yehuda_Hamacabi,0.2
07/12/2015,TLV_Yehuda_Hamacabi,0.5
08/12/2015,TLV_Yehuda_Hamacabi,0.6
09/12/2015,TLV_Yehuda_Hamacabi,0.7
10/12/2015,TLV_Yehuda_Hamacabi,0.8
11/12/2015,TLV_Yehuda_Hamacabi,0.9
12/12/2015,TLV_Yehuda_Hamacabi,0.6
13/12/2015,TLV_Yehuda_Hamacabi,0.5
14/12/2015,TLV_Yehuda_Hamacabi,0.4
15/12/2015,TLV_Yehuda_Hamacabi,0.5
16/12/2015,TLV_Yehuda_Hamacabi,0.4
17/12/2015,TLV_Yehuda_Hamacabi,0.6
18/12/2015,TLV_Yehuda_Hamacabi,0.4
19/12/2015,TLV_Yehuda_Hamacabi,0.3
20/12/2015,TLV_Yehuda_Hamacabi,0.6
21/12/2015,TLV_Yehuda_Hamacabi,0.7
22/12/2015,TLV_Yehuda_Hamacabi,0.6
23/12/2015,TLV_Yehuda_Hamacabi,0.5
24/12/2015,TLV_Yehuda_Hamacabi,0.4
25/12/2015,TLV_Yehuda_Hamacabi,0.5
26/12/2015,TLV_Yehuda_Hamacabi,0.5
27/12/2015,TLV_Yehuda_Hamacabi,0.3
28/12/2015,TLV_Yehuda_Hamacabi,0.2
29/12/2015,TLV_Yehuda_Hamacabi,0.1
30/12/2015,TLV_Yehuda_Hamacabi,0.2
31/12/2015,TLV_Yehuda_Hamacabi,0.1
01/01/2016,TLV_Yehuda_Hamacabi,0.1
02/01/2016,TLV_Yehuda_Hamacabi,0
03/01/2016,TLV_Yehuda_Hamacabi,0.1
04/01/2016,TLV_Yehuda_Hamacabi,0.3
05/01/2016,TLV_Yehuda_Hamacabi,0.1
06/01/2016,TLV_Yehuda_Hamacabi,0.1
07/01/2016,TLV_Yehuda_Hamacabi,0.4
08/01/2016,TLV_Yehuda_Hamacabi,0.4
09/01/2016,TLV_Yehuda_Hamacabi,0
10/01/2016,TLV_Yehuda_Hamacabi,0.1
11/01/2016,TLV_Yehuda_Hamacabi,0.2
12/01/2016,TLV_Yehuda_Hamacabi,0.3
13/01/2016,TLV_Yehuda_Hamacabi,0.2
14/01/2016,TLV_Yehuda_Hamacabi,0.4
15/01/2016,TLV_Yehuda_Hamacabi,0
16/01/2016,TLV_Yehuda_Hamacabi,0.2
17/01/2016,TLV_Yehuda_Hamacabi,0.2
18/01/2016,TLV_Yehuda_Hamacabi,0.2
19/01/2016,TLV_Yehuda_Hamacabi,0
20/01/2016,TLV_Yehuda_Hamacabi,0.1
21/01/2016,TLV_Yehuda_Hamacabi,0.2
22/01/2016,TLV_Yehuda_Hamacabi,0.3
23/01/2016,TLV_Yehuda_Hamacabi,0.2
24/01/2016,TLV_Yehuda_Hamacabi,
25/01/2016,TLV_Yehuda_Hamacabi,
26/01/2016,TLV_Yehuda_Hamacabi,
27/01/2016,TLV_Yehuda_Hamacabi,0.2
28/01/2016,TLV_Yehuda_Hamacabi,0.1
29/01/2016,TLV_Yehuda_Hamacabi,0.1
30/01/2016,TLV_Yehuda_Hamacabi,0.1
31/01/2016,TLV_Yehuda_Hamacabi,0.2
01/02/2016,TLV_Yehuda_Hamacabi,0.3
02/02/2016,TLV_Yehuda_Hamacabi,
03/02/2016,TLV_Yehuda_Hamacabi,
04/02/2016,TLV_Yehuda_Hamacabi,
05/02/2016,TLV_Yehuda_Hamacabi,0.4
06/02/2016,TLV_Yehuda_Hamacabi,0.2
07/02/2016,TLV_Yehuda_Hamacabi,0
08/02/2016,TLV_Yehuda_Hamacabi,0
09/02/2016,TLV_Yehuda_Hamacabi,0.1
10/02/2016,TLV_Yehuda_Hamacabi,0.1
11/02/2016,TLV_Yehuda_Hamacabi,0
12/02/2016,TLV_Yehuda_Hamacabi,0.1
13/02/2016,TLV_Yehuda_Hamacabi,0.1
14/02/2016,TLV_Yehuda_Hamacabi,0.2
15/02/2016,TLV_Yehuda_Hamacabi,0.2
16/02/2016,TLV_Yehuda_Hamacabi,0.1
17/02/2016,TLV_Yehuda_Hamacabi,0.1
18/02/2016,TLV_Yehuda_Hamacabi,0
19/02/2016,TLV_Yehuda_Hamacabi,0.1
20/02/2016,TLV_Yehuda_Hamacabi,0
21/02/2016,TLV_Yehuda_Hamacabi,0
22/02/2016,TLV_Yehuda_Hamacabi,0
23/02/2016,TLV_Yehuda_Hamacabi,0.1
24/02/2016,TLV_Yehuda_Hamacabi,0.1
25/02/2016,TLV_Yehuda_Hamacabi,0.1
26/02/2016,TLV_Yehuda_Hamacabi,0.2
27/02/2016,TLV_Yehuda_Hamacabi,
28/02/2016,TLV_Yehuda_Hamacabi,
29/02/2016,TLV_Yehuda_Hamacabi,
01/03/2016,TLV_Yehuda_Hamacabi,0.2
02/03/2016,TLV_Yehuda_Hamacabi,
03/03/2016,TLV_Yehuda_Hamacabi,
04/03/2016,TLV_Yehuda_Hamacabi,0
05/03/2016,TLV_Yehuda_Hamacabi,
06/03/2016,TLV_Yehuda_Hamacabi,
07/03/2016,TLV_Yehuda_Hamacabi,0
08/03/2016,TLV_Yehuda_Hamacabi,0.1
09/03/2016,TLV_Yehuda_Hamacabi,0
10/03/2016,TLV_Yehuda_Hamacabi,0.5
11/03/2016,TLV_Yehuda_Hamacabi,0
12/03/2016,TLV_Yehuda_Hamacabi,
13/03/2016,TLV_Yehuda_Hamacabi,0
14/03/2016,TLV_Yehuda_Hamacabi,0.2
15/03/2016,TLV_Yehuda_Hamacabi,
16/03/2016,TLV_Yehuda_Hamacabi,0
17/03/2016,TLV_Yehuda_Hamacabi,0
18/03/2016,TLV_Yehuda_Hamacabi,0
19/03/2016,TLV_Yehuda_Hamacabi,0
20/03/2016,TLV_Yehuda_Hamacabi,0.1
21/03/2016,TLV_Yehuda_Hamacabi,
22/03/2016,TLV_Yehuda_Hamacabi,0
23/03/2016,TLV_Yehuda_Hamacabi,0
24/03/2016,TLV_Yehuda_Hamacabi,0.1
25/03/2016,TLV_Yehuda_Hamacabi,
26/03/2016,TLV_Yehuda_Hamacabi,
27/03/2016,TLV_Yehuda_Hamacabi,
28/03/2016,TLV_Yehuda_Hamacabi,0
29/03/2016,TLV_Yehuda_Hamacabi,0
30/03/2016,TLV_Yehuda_Hamacabi,0
31/03/2016,TLV_Yehuda_Hamacabi,
01/04/2016,TLV_Yehuda_Hamacabi,
02/04/2016,TLV_Yehuda_Hamacabi,0.1
03/04/2016,TLV_Yehuda_Hamacabi,0.1
04/04/2016,TLV_Yehuda_Hamacabi,0
05/04/2016,TLV_Yehuda_Hamacabi,0.1
06/04/2016,TLV_Yehuda_Hamacabi,0.1
07/04/2016,TLV_Yehuda_Hamacabi,0
08/04/2016,TLV_Yehuda_Hamacabi,
09/04/2016,TLV_Yehuda_Hamacabi,
10/04/2016,TLV_Yehuda_Hamacabi,0.1
11/04/2016,TLV_Yehuda_Hamacabi,0
12/04/2016,TLV_Yehuda_Hamacabi,0.1
13/04/2016,TLV_Yehuda_Hamacabi,0.1
14/04/2016,TLV_Yehuda_Hamacabi,0
15/04/2016,TLV_Yehuda_Hamacabi,0.1
16/04/2016,TLV_Yehuda_Hamacabi,0
17/04/2016,TLV_Yehuda_Hamacabi,0.1
18/04/2016,TLV_Yehuda_Hamacabi,0
19/04/2016,TLV_Yehuda_Hamacabi,0
20/04/2016,TLV_Yehuda_Hamacabi,0.2
21/04/2016,TLV_Yehuda_Hamacabi,0.2
22/04/2016,TLV_Yehuda_Hamacabi,0
23/04/2016,TLV_Yehuda_Hamacabi,0
24/04/2016,TLV_Yehuda_Hamacabi,0
25/04/2016,TLV_Yehuda_Hamacabi,0.1
26/04/2016,TLV_Yehuda_Hamacabi,0
27/04/2016,TLV_Yehuda_Hamacabi,0
28/04/2016,TLV_Yehuda_Hamacabi,0
29/04/2016,TLV_Yehuda_Hamacabi,0
30/04/2016,TLV_Yehuda_Hamacabi,0
01/05/2016,TLV_Yehuda_Hamacabi,0
02/05/2016,TLV_Yehuda_Hamacabi,0.1
03/05/2016,TLV_Yehuda_Hamacabi,0
04/05/2016,TLV_Yehuda_Hamacabi,0.1
05/05/2016,TLV_Yehuda_Hamacabi,0
06/05/2016,TLV_Yehuda_Hamacabi,0
07/05/2016,TLV_Yehuda_Hamacabi,0
08/05/2016,TLV_Yehuda_Hamacabi,0
09/05/2016,TLV_Yehuda_Hamacabi,0
10/05/2016,TLV_Yehuda_Hamacabi,0
11/05/2016,TLV_Yehuda_Hamacabi,0
12/05/2016,TLV_Yehuda_Hamacabi,0
13/05/2016,TLV_Yehuda_Hamacabi,0
14/05/2016,TLV_Yehuda_Hamacabi,0.1
15/05/2016,TLV_Yehuda_Hamacabi,0.1
16/05/2016,TLV_Yehuda_Hamacabi,0.1
17/05/2016,TLV_Yehuda_Hamacabi,0.2
18/05/2016,TLV_Yehuda_Hamacabi,0
19/05/2016,TLV_Yehuda_Hamacabi,0
20/05/2016,TLV_Yehuda_Hamacabi,0
21/05/2016,TLV_Yehuda_Hamacabi,0
22/05/2016,TLV_Yehuda_Hamacabi,0.1
23/05/2016,TLV_Yehuda_Hamacabi,0.2
24/05/2016,TLV_Yehuda_Hamacabi,0.1
25/05/2016,TLV_Yehuda_Hamacabi,0.1
26/05/2016,TLV_Yehuda_Hamacabi,0.1
27/05/2016,TLV_Yehuda_Hamacabi,0.3
28/05/2016,TLV_Yehuda_Hamacabi,0.1
29/05/2016,TLV_Yehuda_Hamacabi,0.1
30/05/2016,TLV_Yehuda_Hamacabi,0.1
31/05/2016,TLV_Yehuda_Hamacabi,0.1
01/06/2016,TLV_Yehuda_Hamacabi,0.2
02/06/2016,TLV_Yehuda_Hamacabi,0.2
03/06/2016,TLV_Yehuda_Hamacabi,0.3
04/06/2016,TLV_Yehuda_Hamacabi,0.5
05/06/2016,TLV_Yehuda_Hamacabi,0.4
06/06/2016,TLV_Yehuda_Hamacabi,0.2
07/06/2016,TLV_Yehuda_Hamacabi,0.1
08/06/2016,TLV_Yehuda_Hamacabi,0.3
09/06/2016,TLV_Yehuda_Hamacabi,0.2
10/06/2016,TLV_Yehuda_Hamacabi,0.1
11/06/2016,TLV_Yehuda_Hamacabi,0.1
12/06/2016,TLV_Yehuda_Hamacabi,0.1
13/06/2016,TLV_Yehuda_Hamacabi,0.1
14/06/2016,TLV_Yehuda_Hamacabi,0.2
15/06/2016,TLV_Yehuda_Hamacabi,0.2
16/06/2016,TLV_Yehuda_Hamacabi,0.2
17/06/2016,TLV_Yehuda_Hamacabi,0.1
18/06/2016,TLV_Yehuda_Hamacabi,0.1
19/06/2016,TLV_Yehuda_Hamacabi,0.2
20/06/2016,TLV_Yehuda_Hamacabi,0.2
21/06/2016,TLV_Yehuda_Hamacabi,0.2
22/06/2016,TLV_Yehuda_Hamacabi,0.2
23/06/2016,TLV_Yehuda_Hamacabi,0.2
24/06/2016,TLV_Yehuda_Hamacabi,0.2
25/06/2016,TLV_Yehuda_Hamacabi,0.2
26/06/2016,TLV_Yehuda_Hamacabi,0.2
27/06/2016,TLV_Yehuda_Hamacabi,0.2
28/06/2016,TLV_Yehuda_Hamacabi,0.2
29/06/2016,TLV_Yehuda_Hamacabi,0.2
30/06/2016,TLV_Yehuda_Hamacabi,0.2
01/07/2016,TLV_Yehuda_Hamacabi,0.2
02/07/2016,TLV_Yehuda_Hamacabi,0.2
03/07/2016,TLV_Yehuda_Hamacabi,0.2
04/07/2016,TLV_Yehuda_Hamacabi,0.2
05/07/2016,TLV_Yehuda_Hamacabi,0.2
06/07/2016,TLV_Yehuda_Hamacabi,0.2
07/07/2016,TLV_Yehuda_Hamacabi,0.2
08/07/2016,TLV_Yehuda_Hamacabi,0.2
09/07/2016,TLV_Yehuda_Hamacabi,0.2
10/07/2016,TLV_Yehuda_Hamacabi,0.2
11/07/2016,TLV_Yehuda_Hamacabi,0.2
12/07/2016,TLV_Yehuda_Hamacabi,0.2
13/07/2016,TLV_Yehuda_Hamacabi,0.3
14/07/2016,TLV_Yehuda_Hamacabi,0.3
15/07/2016,TLV_Yehuda_Hamacabi,0.3
16/07/2016,TLV_Yehuda_Hamacabi,0.1
17/07/2016,TLV_Yehuda_Hamacabi,0.1
18/07/2016,TLV_Yehuda_Hamacabi,0.1
19/07/2016,TLV_Yehuda_Hamacabi,0
20/07/2016,TLV_Yehuda_Hamacabi,0
21/07/2016,TLV_Yehuda_Hamacabi,0.1
22/07/2016,TLV_Yehuda_Hamacabi,0.1
23/07/2016,TLV_Yehuda_Hamacabi,0.1
24/07/2016,TLV_Yehuda_Hamacabi,0
25/07/2016,TLV_Yehuda_Hamacabi,0.1
26/07/2016,TLV_Yehuda_Hamacabi,0.1
27/07/2016,TLV_Yehuda_Hamacabi,0.1
28/07/2016,TLV_Yehuda_Hamacabi,0.1
29/07/2016,TLV_Yehuda_Hamacabi,0.1
30/07/2016,TLV_Yehuda_Hamacabi,0.1
31/07/2016,TLV_Yehuda_Hamacabi,0.1
